SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
605889 2767 22 U801 P5 gwa-t10 C3 C3 C3
611436 443 23 U801 P5 gwa-t10 C3 C3 C3
611436 1969 23 U801 P5 gwa-t10 C3 C3 C3
611436 365 23 U801 P5 gwa-t10 C3 C3 C3
614962 765 24 U801 P5 gwa-t10 C3 C3 C3
615154 626 25 U801 P5 gwa-t10 C3 C3 C3
616743 4279 26 U801 P5 gwa-t10 C3 C3 C3
628352 7606 27 U801 P5 gwa-t10 C3 C3 C3
628352 206 27 U801 P5 gwa-t10 C3 C3 C3
631272 168 28 U801 P5 gwa-t10 C3 C3 C3
631856 342 29 U801 P5 gwa-t10 C3 C3 C3
631856 6769 29 U801 P5 gwa-t10 C3 C3 C3
632462 1291 30 U801 P5 gwa-t10 C3 C3 C3
632462 441 30 U801 P5 gwa-t10 C3 C3 C3
850340 60 31 U801 P5 gwa-t10 C3 C3 C3
850340 614 31 U801 P5 gwa-t10 C3 C3 C3
850340 156 31 U801 P5 gwa-t10 C3 C3 C3
850340 1835 31 U801 P5 gwa-t10 C3 C3 C3
1029204 252 32 U801 P5 gwa-t10 C3 C3 C3
1162315 127 33 U801 P5 gwa-t10 C3 C3 C3
1162672 103 34 U801 P5 gwa-t10 C3 C3 C3
1162672 705 34 U801 P5 gwa-t10 C3 C3 C3
1162672 695 34 U801 P5 gwa-t10 C3 C3 C3
366 58 1 U802 P5 gwa-t10 C1 C2 C3
4624 98 2 U802 P5 gwa-t10 C1 C2 C3
17374 13 3 U802 P5 gwa-t10 C1 C2 C3
89433 30 4 U802 P5 gwa-t10 C1 C2 C3
89812 515 5 U802 P5 gwa-t10 C1 C2 C3
113274 756 6 U802 P5 gwa-t10 C1 C2 C3
113274 233 6 U802 P5 gwa-t10 C1 C2 C3
118638 27 7 U802 P5 gwa-t10 C1 C2 C3
124549 86 8 U802 P5 gwa-t10 C1 C2 C3
126443 17 9 U802 P5 gwa-t10 C1 C2 C3
126730 20 10 U802 P5 gwa-t10 C1 C2 C3
373753 754 11 U802 P5 gwa-t10 C1 C2 C3
376548 83 12 U802 P5 gwa-t10 C1 C2 C3
380192 4 13 U802 P5 gwa-t10 C1 C2 C3
380466 1691 14 U802 P5 gwa-t10 C1 C2 C3
396833 45 15 U802 P5 gwa-t10 C1 C2 C3
572931 304 16 U802 P5 gwa-t10 C1 C2 C3
578182 442 17 U802 P5 gwa-t10 C1 C2 C3
579018 58 18 U802 P5 gwa-t10 C1 C2 C3
580012 54 19 U802 P5 gwa-t10 C1 C2 C3
581314 51 20 U802 P5 gwa-t10 C1 C2 C3
581509 87 21 U802 P5 gwa-t10 C1 C2 C3
581509 100 21 U802 P5 gwa-t10 C1 C2 C3
581509 11 21 U802 P5 gwa-t10 C1 C2 C3
584479 22 22 U802 P5 gwa-t10 C1 C2 C3
590893 101 23 U802 P5 gwa-t10 C1 C2 C3
591892 12 24 U802 P5 gwa-t10 C1 C2 C3
592127 122 25 U802 P5 gwa-t10 C1 C2 C3
593878 608 26 U802 P5 gwa-t10 C1 C2 C3
594051 20 27 U802 P5 gwa-t10 C1 C2 C3
594533 28 28 U802 P5 gwa-t10 C1 C2 C3
594842 109 29 U802 P5 gwa-t10 C1 C2 C3
594842 689 29 U802 P5 gwa-t10 C1 C2 C3
608386 37 30 U802 P5 gwa-t10 C1 C2 C3
610298 269 31 U802 P5 gwa-t10 C1 C2 C3
610729 22 32 U802 P5 gwa-t10 C1 C2 C3
628619 132 33 U802 P5 gwa-t10 C1 C2 C3
630266 337 34 U802 P5 gwa-t10 C1 C2 C3
630266 461 34 U802 P5 gwa-t10 C1 C2 C3
631590 30 35 U802 P5 gwa-t10 C1 C2 C3
632879 1833 36 U802 P5 gwa-t10 C1 C2 C3
632879 3470 36 U802 P5 gwa-t10 C1 C2 C3
633145 396 37 U802 P5 gwa-t10 C1 C2 C3
636586 32 38 U802 P5 gwa-t10 C1 C2 C3
639391 38 39 U802 P5 gwa-t10 C1 C2 C3
703379 662 40 U802 P5 gwa-t10 C1 C2 C3
703379 2077 40 U802 P5 gwa-t10 C1 C2 C3
704533 20 41 U802 P5 gwa-t10 C1 C2 C3
704717 67 42 U802 P5 gwa-t10 C1 C2 C3
704987 158 43 U802 P5 gwa-t10 C1 C2 C3
705521 24 44 U802 P5 gwa-t10 C1 C2 C3
705596 10 45 U802 P5 gwa-t10 C1 C2 C3
705787 127 46 U802 P5 gwa-t10 C1 C2 C3
706221 70 47 U802 P5 gwa-t10 C1 C2 C3
706461 432 48 U802 P5 gwa-t10 C1 C2 C3
708826 11 49 U802 P5 gwa-t10 C1 C2 C3
861865 44 50 U802 P5 gwa-t10 C1 C2 C3
868119 17 51 U802 P5 gwa-t10 C1 C2 C3
868119 1 51 U802 P5 gwa-t10 C1 C2 C3
869746 89 52 U802 P5 gwa-t10 C1 C2 C3
948705 113 53 U802 P5 gwa-t10 C1 C2 C3
948866 50 54 U802 P5 gwa-t10 C1 C2 C3
948866 67 54 U802 P5 gwa-t10 C1 C2 C3
950801 15 55 U802 P5 gwa-t10 C1 C2 C3
961969 10 56 U802 P5 gwa-t10 C1 C2 C3
1022041 169 57 U802 P5 gwa-t10 C1 C2 C3
1022318 27 58 U802 P5 gwa-t10 C1 C2 C3
1024558 21 59 U802 P5 gwa-t10 C1 C2 C3
1029506 2283 60 U802 P5 gwa-t10 C1 C2 C3
1030497 130 61 U802 P5 gwa-t10 C1 C2 C3
1030945 83 62 U802 P5 gwa-t10 C1 C2 C3
1030945 597 62 U802 P5 gwa-t10 C1 C2 C3
1031404 348 63 U802 P5 gwa-t10 C1 C2 C3
1031404 237 63 U802 P5 gwa-t10 C1 C2 C3
1031404 807 63 U802 P5 gwa-t10 C1 C2 C3
1031404 386 63 U802 P5 gwa-t10 C1 C2 C3
1031654 74 64 U802 P5 gwa-t10 C1 C2 C3
1035489 92 65 U802 P5 gwa-t10 C1 C2 C3
1035489 113 65 U802 P5 gwa-t10 C1 C2 C3
1035612 531 66 U802 P5 gwa-t10 C1 C2 C3
1035932 50 67 U802 P5 gwa-t10 C1 C2 C3
1036678 61 68 U802 P5 gwa-t10 C1 C2 C3
1076011 203 69 U802 P5 gwa-t10 C1 C2 C3
1080396 21 70 U802 P5 gwa-t10 C1 C2 C3
1080854 209 71 U802 P5 gwa-t10 C1 C2 C3
1082712 213 72 U802 P5 gwa-t10 C1 C2 C3
1086518 89 73 U802 P5 gwa-t10 C1 C2 C3
1086550 5 74 U802 P5 gwa-t10 C1 C2 C3
1148517 327 75 U802 P5 gwa-t10 C1 C2 C3
1148916 63 76 U802 P5 gwa-t10 C1 C2 C3
1148990 10 77 U802 P5 gwa-t10 C1 C2 C3
1199710 28 78 U802 P5 gwa-t10 C1 C2 C3
1208220 16 79 U802 P5 gwa-t10 C1 C2 C3
1221017 55 80 U802 P5 gwa-t10 C1 C2 C3
1233216 57 81 U802 P5 gwa-t10 C1 C2 C3
1241347 53 82 U802 P5 gwa-t10 C1 C2 C3
1241347 166 82 U802 P5 gwa-t10 C1 C2 C3
1245897 160 83 U802 P5 gwa-t10 C1 C2 C3
1246490 28 84 U802 P5 gwa-t10 C1 C2 C3
1248446 96 85 U802 P5 gwa-t10 C1 C2 C3
1248789 7 86 U802 P5 gwa-t10 C1 C2 C3
1249834 155 87 U802 P5 gwa-t10 C1 C2 C3
1250299 438 88 U802 P5 gwa-t10 C1 C2 C3
1250299 720 88 U802 P5 gwa-t10 C1 C2 C3
1250299 902 88 U802 P5 gwa-t10 C1 C2 C3
1250395 32 89 U802 P5 gwa-t10 C1 C2 C3
1285420 194 90 U802 P5 gwa-t10 C1 C2 C3
1285557 27 91 U802 P5 gwa-t10 C1 C2 C3
1285621 43 92 U802 P5 gwa-t10 C1 C2 C3
1285696 15 93 U802 P5 gwa-t10 C1 C2 C3
1285877 68 94 U802 P5 gwa-t10 C1 C2 C3
1289606 69 95 U802 P5 gwa-t10 C1 C2 C3
1377421 163 96 U802 P5 gwa-t10 C1 C2 C3
1379339 88 97 U802 P5 gwa-t10 C1 C2 C3
1379490 696 98 U802 P5 gwa-t10 C1 C2 C3
1379490 69 98 U802 P5 gwa-t10 C1 C2 C3
1379490 726 98 U802 P5 gwa-t10 C1 C2 C3
1379614 117 99 U802 P5 gwa-t10 C1 C2 C3
1380742 57 100 U802 P5 gwa-t10 C1 C2 C3
1381033 40 101 U802 P5 gwa-t10 C1 C2 C3
1385292 16 102 U802 P5 gwa-t10 C1 C2 C3
1397355 89 103 U802 P5 gwa-t10 C1 C2 C3
1397582 24 104 U802 P5 gwa-t10 C1 C2 C3
1400297 682 105 U802 P5 gwa-t10 C1 C2 C3
1401538 419 106 U802 P5 gwa-t10 C1 C2 C3
1401538 3999 106 U802 P5 gwa-t10 C1 C2 C3
1441240 39 107 U802 P5 gwa-t10 C1 C2 C3
1441415 71 108 U802 P5 gwa-t10 C1 C2 C3
1442226 61 109 U802 P5 gwa-t10 C1 C2 C3
1442404 6 110 U802 P5 gwa-t10 C1 C2 C3
1443861 74 111 U802 P5 gwa-t10 C1 C2 C3
1446441 17 112 U802 P5 gwa-t10 C1 C2 C3
1448177 21 113 U802 P5 gwa-t10 C1 C2 C3
1448177 3 113 U802 P5 gwa-t10 C1 C2 C3
1456318 165 114 U802 P5 gwa-t10 C1 C2 C3
1458380 41 115 U802 P5 gwa-t10 C1 C2 C3
1458380 4 115 U802 P5 gwa-t10 C1 C2 C3
1460865 18 116 U802 P5 gwa-t10 C1 C2 C3
1461685 68 117 U802 P5 gwa-t10 C1 C2 C3
1464548 133 118 U802 P5 gwa-t10 C1 C2 C3
1470913 48 119 U802 P5 gwa-t10 C1 C2 C3
1471328 18 120 U802 P5 gwa-t10 C1 C2 C3
1477140 316 121 U802 P5 gwa-t10 C1 C2 C3
1478552 7 122 U802 P5 gwa-t10 C1 C2 C3
1495422 218 123 U802 P5 gwa-t10 C1 C2 C3
1495422 144 123 U802 P5 gwa-t10 C1 C2 C3
1496020 405 124 U802 P5 gwa-t10 C1 C2 C3
1505444 453 125 U802 P5 gwa-t10 C1 C2 C3
1506193 989 126 U802 P5 gwa-t10 C1 C2 C3
1506600 518 127 U802 P5 gwa-t10 C1 C2 C3
1507618 22 128 U802 P5 gwa-t10 C1 C2 C3
1507618 53 128 U802 P5 gwa-t10 C1 C2 C3
1523832 46 129 U802 P5 gwa-t10 C1 C2 C3
1524580 1095 130 U802 P5 gwa-t10 C1 C2 C3
1528844 379 131 U802 P5 gwa-t10 C1 C2 C3
1528844 1408 131 U802 P5 gwa-t10 C1 C2 C3
1529927 71 132 U802 P5 gwa-t10 C1 C2 C3
1531615 148 133 U802 P5 gwa-t10 C1 C2 C3
1540083 110 134 U802 P5 gwa-t10 C1 C2 C3
1540173 140 135 U802 P5 gwa-t10 C1 C2 C3
1542761 190 136 U802 P5 gwa-t10 C1 C2 C3
1542898 67 137 U802 P5 gwa-t10 C1 C2 C3
1543447 364 138 U802 P5 gwa-t10 C1 C2 C3
1545403 122 139 U802 P5 gwa-t10 C1 C2 C3
1545470 19 140 U802 P5 gwa-t10 C1 C2 C3
2362162 72 141 U802 P5 gwa-t10 C1 C2 C3
2375352 78 142 U802 P5 gwa-t10 C1 C2 C3
2375757 13 143 U802 P5 gwa-t10 C1 C2 C3
2377942 45 144 U802 P5 gwa-t10 C1 C2 C3
2380157 59 145 U802 P5 gwa-t10 C1 C2 C3
2383314 25 146 U802 P5 gwa-t10 C1 C2 C3
2383711 8 147 U802 P5 gwa-t10 C1 C2 C3
2383916 122 148 U802 P5 gwa-t10 C1 C2 C3
2384871 18 149 U802 P5 gwa-t10 C1 C2 C3
2386113 44 150 U802 P5 gwa-t10 C1 C2 C3
2386293 21 151 U802 P5 gwa-t10 C1 C2 C3
2387562 16 152 U802 P5 gwa-t10 C1 C2 C3
2387762 304 153 U802 P5 gwa-t10 C1 C2 C3
2387762 70 153 U802 P5 gwa-t10 C1 C2 C3
2387762 371 153 U802 P5 gwa-t10 C1 C2 C3
2389023 236 154 U802 P5 gwa-t10 C1 C2 C3
2392825 71 155 U802 P5 gwa-t10 C1 C2 C3
2392825 81 155 U802 P5 gwa-t10 C1 C2 C3
2394424 22 156 U802 P5 gwa-t10 C1 C2 C3
2394578 13 157 U802 P5 gwa-t10 C1 C2 C3
2398308 861 158 U802 P5 gwa-t10 C1 C2 C3
2431153 100 159 U802 P5 gwa-t10 C1 C2 C3
2436485 115 160 U802 P5 gwa-t10 C1 C2 C3
2439108 54 161 U802 P5 gwa-t10 C1 C2 C3
2442776 48 162 U802 P5 gwa-t10 C1 C2 C3
2442956 13 163 U802 P5 gwa-t10 C1 C2 C3
2445889 241 164 U802 P5 gwa-t10 C1 C2 C3
2445889 488 164 U802 P5 gwa-t10 C1 C2 C3
2473691 38 165 U802 P5 gwa-t10 C1 C2 C3
2474287 21 166 U802 P5 gwa-t10 C1 C2 C3
2474637 10 167 U802 P5 gwa-t10 C1 C2 C3
2475151 116 168 U802 P5 gwa-t10 C1 C2 C3
2476076 28 169 U802 P5 gwa-t10 C1 C2 C3
2477165 14 170 U802 P5 gwa-t10 C1 C2 C3
2477387 14 171 U802 P5 gwa-t10 C1 C2 C3
2477775 116 172 U802 P5 gwa-t10 C1 C2 C3
2478984 59 173 U802 P5 gwa-t10 C1 C2 C3
2479102 15 174 U802 P5 gwa-t10 C1 C2 C3
2482145 32 175 U802 P5 gwa-t10 C1 C2 C3
2484846 45 176 U802 P5 gwa-t10 C1 C2 C3
2487319 159 177 U802 P5 gwa-t10 C1 C2 C3
2487630 1125 178 U802 P5 gwa-t10 C1 C2 C3
2487966 48 179 U802 P5 gwa-t10 C1 C2 C3
2488986 339 180 U802 P5 gwa-t10 C1 C2 C3
2489228 115 181 U802 P5 gwa-t10 C1 C2 C3
2515566 22 182 U802 P5 gwa-t10 C1 C2 C3
2557146 636 183 U802 P5 gwa-t10 C1 C2 C3
2557389 870 184 U802 P5 gwa-t10 C1 C2 C3
2560615 109 185 U802 P5 gwa-t10 C1 C2 C3
2563845 153 186 U802 P5 gwa-t10 C1 C2 C3
2564498 6 187 U802 P5 gwa-t10 C1 C2 C3
2564676 197 188 U802 P5 gwa-t10 C1 C2 C3
2566072 105 189 U802 P5 gwa-t10 C1 C2 C3
2566072 90 189 U802 P5 gwa-t10 C1 C2 C3
2566847 79 190 U802 P5 gwa-t10 C1 C2 C3
2591823 21 191 U802 P5 gwa-t10 C1 C2 C3
188 13 1 U803 P5 gwa-t10 C5 C4 C5
209680 962 2 U803 P5 gwa-t10 C5 C4 C5
209680 4322 2 U803 P5 gwa-t10 C5 C4 C5
209680 115 2 U803 P5 gwa-t10 C5 C4 C5
211326 2665 3 U803 P5 gwa-t10 C5 C4 C5
201 112 1 U804 P5 gwa-t10 C2 C5 C1
201 542 1 U804 P5 gwa-t10 C2 C5 C1
201 296 1 U804 P5 gwa-t10 C2 C5 C1
201 1979 1 U804 P5 gwa-t10 C2 C5 C1
201 125 1 U804 P5 gwa-t10 C2 C5 C1
201 690 1 U804 P5 gwa-t10 C2 C5 C1
201 1598 1 U804 P5 gwa-t10 C2 C5 C1
526 3189 2 U804 P5 gwa-t10 C2 C5 C1
1544 376 3 U804 P5 gwa-t10 C2 C5 C1
1544 197 3 U804 P5 gwa-t10 C2 C5 C1
2257 117 4 U804 P5 gwa-t10 C2 C5 C1
2257 254 4 U804 P5 gwa-t10 C2 C5 C1
4657 695 5 U804 P5 gwa-t10 C2 C5 C1
4657 188 5 U804 P5 gwa-t10 C2 C5 C1
4657 401 5 U804 P5 gwa-t10 C2 C5 C1
4657 327 5 U804 P5 gwa-t10 C2 C5 C1
4657 13 5 U804 P5 gwa-t10 C2 C5 C1
4657 202 5 U804 P5 gwa-t10 C2 C5 C1
4657 3292 5 U804 P5 gwa-t10 C2 C5 C1
4657 91 5 U804 P5 gwa-t10 C2 C5 C1
4657 25 5 U804 P5 gwa-t10 C2 C5 C1
4657 311 5 U804 P5 gwa-t10 C2 C5 C1
4657 509 5 U804 P5 gwa-t10 C2 C5 C1
4657 268 5 U804 P5 gwa-t10 C2 C5 C1
4657 2264 5 U804 P5 gwa-t10 C2 C5 C1
5045 50 6 U804 P5 gwa-t10 C2 C5 C1
5045 147 6 U804 P5 gwa-t10 C2 C5 C1
5239 870 7 U804 P5 gwa-t10 C2 C5 C1
5239 19 7 U804 P5 gwa-t10 C2 C5 C1
5239 48 7 U804 P5 gwa-t10 C2 C5 C1
5239 35 7 U804 P5 gwa-t10 C2 C5 C1
5239 23 7 U804 P5 gwa-t10 C2 C5 C1
5239 581 7 U804 P5 gwa-t10 C2 C5 C1
5552 44 8 U804 P5 gwa-t10 C2 C5 C1
5552 119 8 U804 P5 gwa-t10 C2 C5 C1
29037 104 9 U804 P5 gwa-t10 C2 C5 C1
29037 351 9 U804 P5 gwa-t10 C2 C5 C1
29534 87 10 U804 P5 gwa-t10 C2 C5 C1
29534 684 10 U804 P5 gwa-t10 C2 C5 C1
29534 58 10 U804 P5 gwa-t10 C2 C5 C1
29534 72 10 U804 P5 gwa-t10 C2 C5 C1
29534 489 10 U804 P5 gwa-t10 C2 C5 C1
29622 2377 11 U804 P5 gwa-t10 C2 C5 C1
29622 1407 11 U804 P5 gwa-t10 C2 C5 C1
30702 330 12 U804 P5 gwa-t10 C2 C5 C1
30702 139 12 U804 P5 gwa-t10 C2 C5 C1
30702 508 12 U804 P5 gwa-t10 C2 C5 C1
30702 29 12 U804 P5 gwa-t10 C2 C5 C1
30702 469 12 U804 P5 gwa-t10 C2 C5 C1
31453 47 13 U804 P5 gwa-t10 C2 C5 C1
31453 199 13 U804 P5 gwa-t10 C2 C5 C1
31453 1706 13 U804 P5 gwa-t10 C2 C5 C1
31453 245 13 U804 P5 gwa-t10 C2 C5 C1
31453 1621 13 U804 P5 gwa-t10 C2 C5 C1
31453 66 13 U804 P5 gwa-t10 C2 C5 C1
32163 48 14 U804 P5 gwa-t10 C2 C5 C1
32163 67 14 U804 P5 gwa-t10 C2 C5 C1
32163 2294 14 U804 P5 gwa-t10 C2 C5 C1
32217 29 15 U804 P5 gwa-t10 C2 C5 C1
32722 30 16 U804 P5 gwa-t10 C2 C5 C1
32722 611 16 U804 P5 gwa-t10 C2 C5 C1
32984 1513 17 U804 P5 gwa-t10 C2 C5 C1
32984 148 17 U804 P5 gwa-t10 C2 C5 C1
32984 1164 17 U804 P5 gwa-t10 C2 C5 C1
34450 18 18 U804 P5 gwa-t10 C2 C5 C1
34450 133 18 U804 P5 gwa-t10 C2 C5 C1
34450 3004 18 U804 P5 gwa-t10 C2 C5 C1
34450 33 18 U804 P5 gwa-t10 C2 C5 C1
34450 4037 18 U804 P5 gwa-t10 C2 C5 C1
35700 243 19 U804 P5 gwa-t10 C2 C5 C1
35700 44 19 U804 P5 gwa-t10 C2 C5 C1
35700 2045 19 U804 P5 gwa-t10 C2 C5 C1
35833 94 20 U804 P5 gwa-t10 C2 C5 C1
35833 128 20 U804 P5 gwa-t10 C2 C5 C1
35833 142 20 U804 P5 gwa-t10 C2 C5 C1
35833 121 20 U804 P5 gwa-t10 C2 C5 C1
50547 260 21 U804 P5 gwa-t10 C2 C5 C1
52849 183 22 U804 P5 gwa-t10 C2 C5 C1
52849 1871 22 U804 P5 gwa-t10 C2 C5 C1
52849 14 22 U804 P5 gwa-t10 C2 C5 C1
52849 222 22 U804 P5 gwa-t10 C2 C5 C1
52883 130 23 U804 P5 gwa-t10 C2 C5 C1
53194 71 24 U804 P5 gwa-t10 C2 C5 C1
53194 27 24 U804 P5 gwa-t10 C2 C5 C1
53194 7644 24 U804 P5 gwa-t10 C2 C5 C1
53276 12 25 U804 P5 gwa-t10 C2 C5 C1
53276 99 25 U804 P5 gwa-t10 C2 C5 C1
53276 60 25 U804 P5 gwa-t10 C2 C5 C1
53276 167 25 U804 P5 gwa-t10 C2 C5 C1
53276 328 25 U804 P5 gwa-t10 C2 C5 C1
53276 61 25 U804 P5 gwa-t10 C2 C5 C1
53276 304 25 U804 P5 gwa-t10 C2 C5 C1
53276 1392 25 U804 P5 gwa-t10 C2 C5 C1
53276 151 25 U804 P5 gwa-t10 C2 C5 C1
53276 512 25 U804 P5 gwa-t10 C2 C5 C1
53276 12 25 U804 P5 gwa-t10 C2 C5 C1
53276 39 25 U804 P5 gwa-t10 C2 C5 C1
107198 25 26 U804 P5 gwa-t10 C2 C5 C1
107198 906 26 U804 P5 gwa-t10 C2 C5 C1
107198 103 26 U804 P5 gwa-t10 C2 C5 C1
107198 31 26 U804 P5 gwa-t10 C2 C5 C1
107198 43 26 U804 P5 gwa-t10 C2 C5 C1
107198 44 26 U804 P5 gwa-t10 C2 C5 C1
108738 5826 27 U804 P5 gwa-t10 C2 C5 C1
108738 155 27 U804 P5 gwa-t10 C2 C5 C1
109121 125 28 U804 P5 gwa-t10 C2 C5 C1
109121 461 28 U804 P5 gwa-t10 C2 C5 C1
109121 6924 28 U804 P5 gwa-t10 C2 C5 C1
109539 1501 29 U804 P5 gwa-t10 C2 C5 C1
109756 56 30 U804 P5 gwa-t10 C2 C5 C1
109756 81 30 U804 P5 gwa-t10 C2 C5 C1
109756 26 30 U804 P5 gwa-t10 C2 C5 C1
109883 36 31 U804 P5 gwa-t10 C2 C5 C1
117089 75 32 U804 P5 gwa-t10 C2 C5 C1
117089 646 32 U804 P5 gwa-t10 C2 C5 C1
119684 30 33 U804 P5 gwa-t10 C2 C5 C1
119684 1536 33 U804 P5 gwa-t10 C2 C5 C1
120782 1684 34 U804 P5 gwa-t10 C2 C5 C1
120782 6061 34 U804 P5 gwa-t10 C2 C5 C1
123245 44 35 U804 P5 gwa-t10 C2 C5 C1
123245 40 35 U804 P5 gwa-t10 C2 C5 C1
123483 202 36 U804 P5 gwa-t10 C2 C5 C1
123614 37 37 U804 P5 gwa-t10 C2 C5 C1
123614 28 37 U804 P5 gwa-t10 C2 C5 C1
123614 25 37 U804 P5 gwa-t10 C2 C5 C1
123614 413 37 U804 P5 gwa-t10 C2 C5 C1
123614 1601 37 U804 P5 gwa-t10 C2 C5 C1
123690 3324 38 U804 P5 gwa-t10 C2 C5 C1
123690 236 38 U804 P5 gwa-t10 C2 C5 C1
123690 812 38 U804 P5 gwa-t10 C2 C5 C1
123690 38 38 U804 P5 gwa-t10 C2 C5 C1
123741 161 39 U804 P5 gwa-t10 C2 C5 C1
123741 5640 39 U804 P5 gwa-t10 C2 C5 C1
125995 43 40 U804 P5 gwa-t10 C2 C5 C1
125995 119 40 U804 P5 gwa-t10 C2 C5 C1
125995 67 40 U804 P5 gwa-t10 C2 C5 C1
125995 3672 40 U804 P5 gwa-t10 C2 C5 C1
126068 7524 41 U804 P5 gwa-t10 C2 C5 C1
127305 498 42 U804 P5 gwa-t10 C2 C5 C1
127513 102 43 U804 P5 gwa-t10 C2 C5 C1
127513 57 43 U804 P5 gwa-t10 C2 C5 C1
127513 1562 43 U804 P5 gwa-t10 C2 C5 C1
128908 535 44 U804 P5 gwa-t10 C2 C5 C1
128957 16 45 U804 P5 gwa-t10 C2 C5 C1
128957 29 45 U804 P5 gwa-t10 C2 C5 C1
128957 127 45 U804 P5 gwa-t10 C2 C5 C1
128957 303 45 U804 P5 gwa-t10 C2 C5 C1
131901 274 46 U804 P5 gwa-t10 C2 C5 C1
131985 103 47 U804 P5 gwa-t10 C2 C5 C1
132164 4273 48 U804 P5 gwa-t10 C2 C5 C1
132164 224 48 U804 P5 gwa-t10 C2 C5 C1
132164 675 48 U804 P5 gwa-t10 C2 C5 C1
132164 115 48 U804 P5 gwa-t10 C2 C5 C1
132164 147 48 U804 P5 gwa-t10 C2 C5 C1
132164 146 48 U804 P5 gwa-t10 C2 C5 C1
132164 98 48 U804 P5 gwa-t10 C2 C5 C1
133422 306 49 U804 P5 gwa-t10 C2 C5 C1
136011 56 50 U804 P5 gwa-t10 C2 C5 C1
136410 428 51 U804 P5 gwa-t10 C2 C5 C1
136643 137 52 U804 P5 gwa-t10 C2 C5 C1
136643 4236 52 U804 P5 gwa-t10 C2 C5 C1
137012 191 53 U804 P5 gwa-t10 C2 C5 C1
137271 2052 54 U804 P5 gwa-t10 C2 C5 C1
137271 162 54 U804 P5 gwa-t10 C2 C5 C1
137271 53 54 U804 P5 gwa-t10 C2 C5 C1
137271 503 54 U804 P5 gwa-t10 C2 C5 C1
137271 21 54 U804 P5 gwa-t10 C2 C5 C1
137271 49 54 U804 P5 gwa-t10 C2 C5 C1
137271 367 54 U804 P5 gwa-t10 C2 C5 C1
137508 6 55 U804 P5 gwa-t10 C2 C5 C1
137508 1549 55 U804 P5 gwa-t10 C2 C5 C1
137508 65 55 U804 P5 gwa-t10 C2 C5 C1
137508 17 55 U804 P5 gwa-t10 C2 C5 C1
137508 1504 55 U804 P5 gwa-t10 C2 C5 C1
137829 209 56 U804 P5 gwa-t10 C2 C5 C1
204508 25 57 U804 P5 gwa-t10 C2 C5 C1
204508 97 57 U804 P5 gwa-t10 C2 C5 C1
204508 1918 57 U804 P5 gwa-t10 C2 C5 C1
206181 193 58 U804 P5 gwa-t10 C2 C5 C1
206181 325 58 U804 P5 gwa-t10 C2 C5 C1
206181 246 58 U804 P5 gwa-t10 C2 C5 C1
206181 21 58 U804 P5 gwa-t10 C2 C5 C1
206593 215 59 U804 P5 gwa-t10 C2 C5 C1
206593 281 59 U804 P5 gwa-t10 C2 C5 C1
206593 28 59 U804 P5 gwa-t10 C2 C5 C1
206593 8034 59 U804 P5 gwa-t10 C2 C5 C1
206728 1362 60 U804 P5 gwa-t10 C2 C5 C1
