SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
29939 7 7 U801 P5 gwa-t10 C1 C1 C2
29939 44 7 U801 P5 gwa-t10 C1 C1 C2
29939 12 7 U801 P5 gwa-t10 C1 C1 C2
29939 5 7 U801 P5 gwa-t10 C1 C1 C2
29939 207 7 U801 P5 gwa-t10 C1 C1 C2
29939 14 7 U801 P5 gwa-t10 C1 C1 C2
29939 11 7 U801 P5 gwa-t10 C1 C1 C2
29939 6 7 U801 P5 gwa-t10 C1 C1 C2
29939 1479 7 U801 P5 gwa-t10 C1 C1 C2
48583 49 8 U801 P5 gwa-t10 C1 C1 C2
48583 12 8 U801 P5 gwa-t10 C1 C1 C2
48583 10 8 U801 P5 gwa-t10 C1 C1 C2
48583 2829 8 U801 P5 gwa-t10 C1 C1 C2
49063 8 9 U801 P5 gwa-t10 C1 C1 C2
49063 193 9 U801 P5 gwa-t10 C1 C1 C2
49063 22 9 U801 P5 gwa-t10 C1 C1 C2
49063 5 9 U801 P5 gwa-t10 C1 C1 C2
49063 9 9 U801 P5 gwa-t10 C1 C1 C2
49063 6 9 U801 P5 gwa-t10 C1 C1 C2
49063 30 9 U801 P5 gwa-t10 C1 C1 C2
49063 39 9 U801 P5 gwa-t10 C1 C1 C2
49063 15 9 U801 P5 gwa-t10 C1 C1 C2
66290 20 10 U801 P5 gwa-t10 C1 C1 C2
66290 104 10 U801 P5 gwa-t10 C1 C1 C2
66290 16 10 U801 P5 gwa-t10 C1 C1 C2
66290 73 10 U801 P5 gwa-t10 C1 C1 C2
67583 46 11 U801 P5 gwa-t10 C1 C1 C2
67583 49 11 U801 P5 gwa-t10 C1 C1 C2
85501 48 12 U801 P5 gwa-t10 C1 C1 C2
87038 195 13 U801 P5 gwa-t10 C1 C1 C2
87077 67 14 U801 P5 gwa-t10 C1 C1 C2
87077 134 14 U801 P5 gwa-t10 C1 C1 C2
87077 10 14 U801 P5 gwa-t10 C1 C1 C2
87077 210 14 U801 P5 gwa-t10 C1 C1 C2
87077 255 14 U801 P5 gwa-t10 C1 C1 C2
87077 575 14 U801 P5 gwa-t10 C1 C1 C2
97844 15 15 U801 P5 gwa-t10 C1 C1 C2
97844 180 15 U801 P5 gwa-t10 C1 C1 C2
97844 21 15 U801 P5 gwa-t10 C1 C1 C2
97844 40 15 U801 P5 gwa-t10 C1 C1 C2
97844 19 15 U801 P5 gwa-t10 C1 C1 C2
97844 42 15 U801 P5 gwa-t10 C1 C1 C2
97844 22 15 U801 P5 gwa-t10 C1 C1 C2
97844 22 15 U801 P5 gwa-t10 C1 C1 C2
97844 1070 15 U801 P5 gwa-t10 C1 C1 C2
97844 104 15 U801 P5 gwa-t10 C1 C1 C2
97844 5 15 U801 P5 gwa-t10 C1 C1 C2
97844 113 15 U801 P5 gwa-t10 C1 C1 C2
97844 6 15 U801 P5 gwa-t10 C1 C1 C2
97844 276 15 U801 P5 gwa-t10 C1 C1 C2
97844 173 15 U801 P5 gwa-t10 C1 C1 C2
98013 135 16 U801 P5 gwa-t10 C1 C1 C2
98107 64 17 U801 P5 gwa-t10 C1 C1 C2
98107 30 17 U801 P5 gwa-t10 C1 C1 C2
98107 462 17 U801 P5 gwa-t10 C1 C1 C2
98107 122 17 U801 P5 gwa-t10 C1 C1 C2
107169 30 18 U801 P5 gwa-t10 C1 C1 C2
107448 154 19 U801 P5 gwa-t10 C1 C1 C2
107448 14 19 U801 P5 gwa-t10 C1 C1 C2
107448 5 19 U801 P5 gwa-t10 C1 C1 C2
107448 12 19 U801 P5 gwa-t10 C1 C1 C2
107448 579 19 U801 P5 gwa-t10 C1 C1 C2
107448 84 19 U801 P5 gwa-t10 C1 C1 C2
107448 404 19 U801 P5 gwa-t10 C1 C1 C2
107448 67 19 U801 P5 gwa-t10 C1 C1 C2
107448 543 19 U801 P5 gwa-t10 C1 C1 C2
107448 657 19 U801 P5 gwa-t10 C1 C1 C2
107448 12 19 U801 P5 gwa-t10 C1 C1 C2
107448 232 19 U801 P5 gwa-t10 C1 C1 C2
107448 9 19 U801 P5 gwa-t10 C1 C1 C2
107448 81 19 U801 P5 gwa-t10 C1 C1 C2
142503 362 20 U801 P5 gwa-t10 C1 C1 C2
142503 9 20 U801 P5 gwa-t10 C1 C1 C2
142503 188 20 U801 P5 gwa-t10 C1 C1 C2
142503 35 20 U801 P5 gwa-t10 C1 C1 C2
142503 22 20 U801 P5 gwa-t10 C1 C1 C2
142503 10 20 U801 P5 gwa-t10 C1 C1 C2
142503 1790 20 U801 P5 gwa-t10 C1 C1 C2
207119 90 21 U801 P5 gwa-t10 C1 C1 C2
212364 98 22 U801 P5 gwa-t10 C1 C1 C2
212364 29 22 U801 P5 gwa-t10 C1 C1 C2
212364 21 22 U801 P5 gwa-t10 C1 C1 C2
212364 6 22 U801 P5 gwa-t10 C1 C1 C2
212364 86 22 U801 P5 gwa-t10 C1 C1 C2
212364 28 22 U801 P5 gwa-t10 C1 C1 C2
212364 754 22 U801 P5 gwa-t10 C1 C1 C2
213282 377 23 U801 P5 gwa-t10 C1 C1 C2
216711 4 24 U801 P5 gwa-t10 C1 C1 C2
216711 6 24 U801 P5 gwa-t10 C1 C1 C2
216711 65 24 U801 P5 gwa-t10 C1 C1 C2
216711 8 24 U801 P5 gwa-t10 C1 C1 C2
216711 250 24 U801 P5 gwa-t10 C1 C1 C2
216711 18 24 U801 P5 gwa-t10 C1 C1 C2
216711 22 24 U801 P5 gwa-t10 C1 C1 C2
216711 61 24 U801 P5 gwa-t10 C1 C1 C2
216711 62 24 U801 P5 gwa-t10 C1 C1 C2
216711 14 24 U801 P5 gwa-t10 C1 C1 C2
216711 723 24 U801 P5 gwa-t10 C1 C1 C2
231793 4 25 U801 P5 gwa-t10 C1 C1 C2
231793 102 25 U801 P5 gwa-t10 C1 C1 C2
231793 218 25 U801 P5 gwa-t10 C1 C1 C2
231793 35 25 U801 P5 gwa-t10 C1 C1 C2
231793 386 25 U801 P5 gwa-t10 C1 C1 C2
231793 719 25 U801 P5 gwa-t10 C1 C1 C2
235005 226 26 U801 P5 gwa-t10 C1 C1 C2
241182 273 27 U801 P5 gwa-t10 C1 C1 C2
241182 38 27 U801 P5 gwa-t10 C1 C1 C2
241182 252 27 U801 P5 gwa-t10 C1 C1 C2
241210 29 28 U801 P5 gwa-t10 C1 C1 C2
241210 27 28 U801 P5 gwa-t10 C1 C1 C2
241210 50 28 U801 P5 gwa-t10 C1 C1 C2
241210 25 28 U801 P5 gwa-t10 C1 C1 C2
241210 18 28 U801 P5 gwa-t10 C1 C1 C2
241210 172 28 U801 P5 gwa-t10 C1 C1 C2
241210 6 28 U801 P5 gwa-t10 C1 C1 C2
241210 6 28 U801 P5 gwa-t10 C1 C1 C2
241210 179 28 U801 P5 gwa-t10 C1 C1 C2
241210 1245 28 U801 P5 gwa-t10 C1 C1 C2
241845 13 29 U801 P5 gwa-t10 C1 C1 C2
241845 8 29 U801 P5 gwa-t10 C1 C1 C2
241845 27 29 U801 P5 gwa-t10 C1 C1 C2
241845 22 29 U801 P5 gwa-t10 C1 C1 C2
241845 9 29 U801 P5 gwa-t10 C1 C1 C2
241845 60 29 U801 P5 gwa-t10 C1 C1 C2
241845 41 29 U801 P5 gwa-t10 C1 C1 C2
241845 68 29 U801 P5 gwa-t10 C1 C1 C2
244667 22 30 U801 P5 gwa-t10 C1 C1 C2
252450 161 31 U801 P5 gwa-t10 C1 C1 C2
252450 14 31 U801 P5 gwa-t10 C1 C1 C2
252450 15 31 U801 P5 gwa-t10 C1 C1 C2
252450 70 31 U801 P5 gwa-t10 C1 C1 C2
252450 341 31 U801 P5 gwa-t10 C1 C1 C2
254114 42 32 U801 P5 gwa-t10 C1 C1 C2
254114 2721 32 U801 P5 gwa-t10 C1 C1 C2
322178 19 33 U801 P5 gwa-t10 C1 C1 C2
322178 6 33 U801 P5 gwa-t10 C1 C1 C2
322178 29 33 U801 P5 gwa-t10 C1 C1 C2
322178 339 33 U801 P5 gwa-t10 C1 C1 C2
322178 38 33 U801 P5 gwa-t10 C1 C1 C2
322178 39 33 U801 P5 gwa-t10 C1 C1 C2
322178 38 33 U801 P5 gwa-t10 C1 C1 C2
322178 73 33 U801 P5 gwa-t10 C1 C1 C2
322178 25 33 U801 P5 gwa-t10 C1 C1 C2
322178 3 33 U801 P5 gwa-t10 C1 C1 C2
322178 10 33 U801 P5 gwa-t10 C1 C1 C2
322178 183 33 U801 P5 gwa-t10 C1 C1 C2
322178 20 33 U801 P5 gwa-t10 C1 C1 C2
322178 7 33 U801 P5 gwa-t10 C1 C1 C2
322178 31 33 U801 P5 gwa-t10 C1 C1 C2
322178 43 33 U801 P5 gwa-t10 C1 C1 C2
322178 21 33 U801 P5 gwa-t10 C1 C1 C2
322178 11 33 U801 P5 gwa-t10 C1 C1 C2
322178 17 33 U801 P5 gwa-t10 C1 C1 C2
322178 68 33 U801 P5 gwa-t10 C1 C1 C2
322178 16 33 U801 P5 gwa-t10 C1 C1 C2
322178 32 33 U801 P5 gwa-t10 C1 C1 C2
322178 16 33 U801 P5 gwa-t10 C1 C1 C2
322178 297 33 U801 P5 gwa-t10 C1 C1 C2
322178 21 33 U801 P5 gwa-t10 C1 C1 C2
322178 103 33 U801 P5 gwa-t10 C1 C1 C2
322178 31 33 U801 P5 gwa-t10 C1 C1 C2
322178 27 33 U801 P5 gwa-t10 C1 C1 C2
322178 16 33 U801 P5 gwa-t10 C1 C1 C2
322178 84 33 U801 P5 gwa-t10 C1 C1 C2
322178 3 33 U801 P5 gwa-t10 C1 C1 C2
322178 19 33 U801 P5 gwa-t10 C1 C1 C2
322178 106 33 U801 P5 gwa-t10 C1 C1 C2
322178 261 33 U801 P5 gwa-t10 C1 C1 C2
322178 2487 33 U801 P5 gwa-t10 C1 C1 C2
332028 62 34 U801 P5 gwa-t10 C1 C1 C2
332028 8 34 U801 P5 gwa-t10 C1 C1 C2
332028 4 34 U801 P5 gwa-t10 C1 C1 C2
562731 11 35 U801 P5 gwa-t10 C1 C1 C2
562731 76 35 U801 P5 gwa-t10 C1 C1 C2
562731 55 35 U801 P5 gwa-t10 C1 C1 C2
564868 106 36 U801 P5 gwa-t10 C1 C1 C2
564868 96 36 U801 P5 gwa-t10 C1 C1 C2
565844 105 37 U801 P5 gwa-t10 C1 C1 C2
565844 105 37 U801 P5 gwa-t10 C1 C1 C2
565844 12 37 U801 P5 gwa-t10 C1 C1 C2
565844 389 37 U801 P5 gwa-t10 C1 C1 C2
565844 43 37 U801 P5 gwa-t10 C1 C1 C2
565844 393 37 U801 P5 gwa-t10 C1 C1 C2
565844 270 37 U801 P5 gwa-t10 C1 C1 C2
565844 36 37 U801 P5 gwa-t10 C1 C1 C2
565844 1598 37 U801 P5 gwa-t10 C1 C1 C2
566653 145 38 U801 P5 gwa-t10 C1 C1 C2
566653 171 38 U801 P5 gwa-t10 C1 C1 C2
566653 55 38 U801 P5 gwa-t10 C1 C1 C2
566653 35 38 U801 P5 gwa-t10 C1 C1 C2
566653 85 38 U801 P5 gwa-t10 C1 C1 C2
566653 6 38 U801 P5 gwa-t10 C1 C1 C2
566653 24 38 U801 P5 gwa-t10 C1 C1 C2
566653 29 38 U801 P5 gwa-t10 C1 C1 C2
566653 122 38 U801 P5 gwa-t10 C1 C1 C2
569554 36 39 U801 P5 gwa-t10 C1 C1 C2
602040 29 40 U801 P5 gwa-t10 C1 C1 C2
602040 29 40 U801 P5 gwa-t10 C1 C1 C2
602040 90 40 U801 P5 gwa-t10 C1 C1 C2
602193 10 41 U801 P5 gwa-t10 C1 C1 C2
602193 38 41 U801 P5 gwa-t10 C1 C1 C2
711401 85 42 U801 P5 gwa-t10 C1 C1 C2
711401 26 42 U801 P5 gwa-t10 C1 C1 C2
711401 1025 42 U801 P5 gwa-t10 C1 C1 C2
740974 33 43 U801 P5 gwa-t10 C1 C1 C2
743401 10 44 U801 P5 gwa-t10 C1 C1 C2
743401 38 44 U801 P5 gwa-t10 C1 C1 C2
746665 561 45 U801 P5 gwa-t10 C1 C1 C2
746665 16 45 U801 P5 gwa-t10 C1 C1 C2
746665 283 45 U801 P5 gwa-t10 C1 C1 C2
746665 156 45 U801 P5 gwa-t10 C1 C1 C2
746665 1047 45 U801 P5 gwa-t10 C1 C1 C2
746665 9 45 U801 P5 gwa-t10 C1 C1 C2
746665 3267 45 U801 P5 gwa-t10 C1 C1 C2
748685 8 46 U801 P5 gwa-t10 C1 C1 C2
748685 10 46 U801 P5 gwa-t10 C1 C1 C2
748685 17 46 U801 P5 gwa-t10 C1 C1 C2
748685 9 46 U801 P5 gwa-t10 C1 C1 C2
748685 20 46 U801 P5 gwa-t10 C1 C1 C2
748685 35 46 U801 P5 gwa-t10 C1 C1 C2
748685 18 46 U801 P5 gwa-t10 C1 C1 C2
760051 1704 47 U801 P5 gwa-t10 C1 C1 C2
761235 10 48 U801 P5 gwa-t10 C1 C1 C2
761235 5 48 U801 P5 gwa-t10 C1 C1 C2
761235 299 48 U801 P5 gwa-t10 C1 C1 C2
893779 117 49 U801 P5 gwa-t10 C1 C1 C2
893779 13 49 U801 P5 gwa-t10 C1 C1 C2
893779 24 49 U801 P5 gwa-t10 C1 C1 C2
893779 34 49 U801 P5 gwa-t10 C1 C1 C2
915829 60 50 U801 P5 gwa-t10 C1 C1 C2
915829 45 50 U801 P5 gwa-t10 C1 C1 C2
915829 14 50 U801 P5 gwa-t10 C1 C1 C2
915829 92 50 U801 P5 gwa-t10 C1 C1 C2
915829 31 50 U801 P5 gwa-t10 C1 C1 C2
915829 10 50 U801 P5 gwa-t10 C1 C1 C2
915829 17 50 U801 P5 gwa-t10 C1 C1 C2
915829 115 50 U801 P5 gwa-t10 C1 C1 C2
915829 52 50 U801 P5 gwa-t10 C1 C1 C2
915829 7 50 U801 P5 gwa-t10 C1 C1 C2
915829 38 50 U801 P5 gwa-t10 C1 C1 C2
915829 27 50 U801 P5 gwa-t10 C1 C1 C2
917546 33 51 U801 P5 gwa-t10 C1 C1 C2
917546 26 51 U801 P5 gwa-t10 C1 C1 C2
917860 22 52 U801 P5 gwa-t10 C1 C1 C2
917860 22 52 U801 P5 gwa-t10 C1 C1 C2
917860 91 52 U801 P5 gwa-t10 C1 C1 C2
921114 7 53 U801 P5 gwa-t10 C1 C1 C2
921114 6 53 U801 P5 gwa-t10 C1 C1 C2
921114 15 53 U801 P5 gwa-t10 C1 C1 C2
921367 48 54 U801 P5 gwa-t10 C1 C1 C2
921367 45 54 U801 P5 gwa-t10 C1 C1 C2
921367 20 54 U801 P5 gwa-t10 C1 C1 C2
927178 104 55 U801 P5 gwa-t10 C1 C1 C2
927178 10 55 U801 P5 gwa-t10 C1 C1 C2
1114106 48 56 U801 P5 gwa-t10 C1 C1 C2
1114106 32 56 U801 P5 gwa-t10 C1 C1 C2
1114106 10 56 U801 P5 gwa-t10 C1 C1 C2
1114106 9 56 U801 P5 gwa-t10 C1 C1 C2
1114106 30 56 U801 P5 gwa-t10 C1 C1 C2
1114106 44 56 U801 P5 gwa-t10 C1 C1 C2
1114106 9 56 U801 P5 gwa-t10 C1 C1 C2
1156570 29 57 U801 P5 gwa-t10 C1 C1 C2
1157322 20 58 U801 P5 gwa-t10 C1 C1 C2
1157322 28 58 U801 P5 gwa-t10 C1 C1 C2
1157322 17 58 U801 P5 gwa-t10 C1 C1 C2
1157322 97 58 U801 P5 gwa-t10 C1 C1 C2
1162888 37 59 U801 P5 gwa-t10 C1 C1 C2
1162888 90 59 U801 P5 gwa-t10 C1 C1 C2
1162888 21 59 U801 P5 gwa-t10 C1 C1 C2
1233147 41 60 U801 P5 gwa-t10 C1 C1 C2
1233147 39 60 U801 P5 gwa-t10 C1 C1 C2
1233147 20 60 U801 P5 gwa-t10 C1 C1 C2
1233147 6 60 U801 P5 gwa-t10 C1 C1 C2
1233147 117 60 U801 P5 gwa-t10 C1 C1 C2
1233147 14 60 U801 P5 gwa-t10 C1 C1 C2
1233147 472 60 U801 P5 gwa-t10 C1 C1 C2
1233147 66 60 U801 P5 gwa-t10 C1 C1 C2
1233147 10 60 U801 P5 gwa-t10 C1 C1 C2
1233147 203 60 U801 P5 gwa-t10 C1 C1 C2
1233147 10 60 U801 P5 gwa-t10 C1 C1 C2
1233147 302 60 U801 P5 gwa-t10 C1 C1 C2
1234155 294 61 U801 P5 gwa-t10 C1 C1 C2
1234359 26 62 U801 P5 gwa-t10 C1 C1 C2
1238753 79 63 U801 P5 gwa-t10 C1 C1 C2
1238960 8 64 U801 P5 gwa-t10 C1 C1 C2
1238960 146 64 U801 P5 gwa-t10 C1 C1 C2
1238960 17 64 U801 P5 gwa-t10 C1 C1 C2
1238960 11 64 U801 P5 gwa-t10 C1 C1 C2
1238960 141 64 U801 P5 gwa-t10 C1 C1 C2
1238960 9 64 U801 P5 gwa-t10 C1 C1 C2
1238960 19 64 U801 P5 gwa-t10 C1 C1 C2
1238960 25 64 U801 P5 gwa-t10 C1 C1 C2
1238960 39 64 U801 P5 gwa-t10 C1 C1 C2
1238960 37 64 U801 P5 gwa-t10 C1 C1 C2
1238960 11 64 U801 P5 gwa-t10 C1 C1 C2
1238960 2 64 U801 P5 gwa-t10 C1 C1 C2
1238960 60 64 U801 P5 gwa-t10 C1 C1 C2
1238960 52 64 U801 P5 gwa-t10 C1 C1 C2
1238960 7 64 U801 P5 gwa-t10 C1 C1 C2
1238960 224 64 U801 P5 gwa-t10 C1 C1 C2
1246233 125 65 U801 P5 gwa-t10 C1 C1 C2
1246233 58 65 U801 P5 gwa-t10 C1 C1 C2
1246233 15 65 U801 P5 gwa-t10 C1 C1 C2
1246233 108 65 U801 P5 gwa-t10 C1 C1 C2
1246290 28 66 U801 P5 gwa-t10 C1 C1 C2
1246290 683 66 U801 P5 gwa-t10 C1 C1 C2
1249994 54 67 U801 P5 gwa-t10 C1 C1 C2
1249994 16 67 U801 P5 gwa-t10 C1 C1 C2
1249994 10 67 U801 P5 gwa-t10 C1 C1 C2
1249994 257 67 U801 P5 gwa-t10 C1 C1 C2
1249994 62 67 U801 P5 gwa-t10 C1 C1 C2
1249994 12 67 U801 P5 gwa-t10 C1 C1 C2
1249994 10 67 U801 P5 gwa-t10 C1 C1 C2
1249994 6 67 U801 P5 gwa-t10 C1 C1 C2
1249994 39 67 U801 P5 gwa-t10 C1 C1 C2
1249994 7 67 U801 P5 gwa-t10 C1 C1 C2
1249994 25 67 U801 P5 gwa-t10 C1 C1 C2
1249994 28 67 U801 P5 gwa-t10 C1 C1 C2
1259685 11 68 U801 P5 gwa-t10 C1 C1 C2
1264136 54 69 U801 P5 gwa-t10 C1 C1 C2
1269976 35 70 U801 P5 gwa-t10 C1 C1 C2
1269976 18 70 U801 P5 gwa-t10 C1 C1 C2
1269976 4 70 U801 P5 gwa-t10 C1 C1 C2
1271678 18 71 U801 P5 gwa-t10 C1 C1 C2
1271712 7 72 U801 P5 gwa-t10 C1 C1 C2
1271712 13 72 U801 P5 gwa-t10 C1 C1 C2
1271712 31 72 U801 P5 gwa-t10 C1 C1 C2
1271712 5 72 U801 P5 gwa-t10 C1 C1 C2
1271712 48 72 U801 P5 gwa-t10 C1 C1 C2
1271712 6 72 U801 P5 gwa-t10 C1 C1 C2
1271712 13 72 U801 P5 gwa-t10 C1 C1 C2
1271712 16 72 U801 P5 gwa-t10 C1 C1 C2
1271712 249 72 U801 P5 gwa-t10 C1 C1 C2
1271712 153 72 U801 P5 gwa-t10 C1 C1 C2
1271712 170 72 U801 P5 gwa-t10 C1 C1 C2
1271712 3 72 U801 P5 gwa-t10 C1 C1 C2
1271712 5 72 U801 P5 gwa-t10 C1 C1 C2
1271712 291 72 U801 P5 gwa-t10 C1 C1 C2
1271712 317 72 U801 P5 gwa-t10 C1 C1 C2
1271712 121 72 U801 P5 gwa-t10 C1 C1 C2
1271712 971 72 U801 P5 gwa-t10 C1 C1 C2
1271712 11 72 U801 P5 gwa-t10 C1 C1 C2
1271712 555 72 U801 P5 gwa-t10 C1 C1 C2
1283675 11 73 U801 P5 gwa-t10 C1 C1 C2
1283675 48 73 U801 P5 gwa-t10 C1 C1 C2
1283675 6 73 U801 P5 gwa-t10 C1 C1 C2
1283675 23 73 U801 P5 gwa-t10 C1 C1 C2
1284320 22 74 U801 P5 gwa-t10 C1 C1 C2
1284320 443 74 U801 P5 gwa-t10 C1 C1 C2
1284320 63 74 U801 P5 gwa-t10 C1 C1 C2
1284320 15 74 U801 P5 gwa-t10 C1 C1 C2
1284320 329 74 U801 P5 gwa-t10 C1 C1 C2
1284923 70 75 U801 P5 gwa-t10 C1 C1 C2
1285343 405 76 U801 P5 gwa-t10 C1 C1 C2
1310615 39 77 U801 P5 gwa-t10 C1 C1 C2
1310615 10 77 U801 P5 gwa-t10 C1 C1 C2
1310615 55 77 U801 P5 gwa-t10 C1 C1 C2
1310615 28 77 U801 P5 gwa-t10 C1 C1 C2
1310615 10 77 U801 P5 gwa-t10 C1 C1 C2
1310615 425 77 U801 P5 gwa-t10 C1 C1 C2
1310615 17 77 U801 P5 gwa-t10 C1 C1 C2
1310615 20 77 U801 P5 gwa-t10 C1 C1 C2
1310615 185 77 U801 P5 gwa-t10 C1 C1 C2
1310615 8 77 U801 P5 gwa-t10 C1 C1 C2
1310615 35 77 U801 P5 gwa-t10 C1 C1 C2
1310615 170 77 U801 P5 gwa-t10 C1 C1 C2
1313296 1154 78 U801 P5 gwa-t10 C1 C1 C2
1335009 54 79 U801 P5 gwa-t10 C1 C1 C2
1335009 56 79 U801 P5 gwa-t10 C1 C1 C2
1335009 40 79 U801 P5 gwa-t10 C1 C1 C2
1335009 14 79 U801 P5 gwa-t10 C1 C1 C2
1335009 39 79 U801 P5 gwa-t10 C1 C1 C2
1335009 18 79 U801 P5 gwa-t10 C1 C1 C2
1335009 222 79 U801 P5 gwa-t10 C1 C1 C2
1335009 38 79 U801 P5 gwa-t10 C1 C1 C2
1335009 36 79 U801 P5 gwa-t10 C1 C1 C2
1337177 17 80 U801 P5 gwa-t10 C1 C1 C2
1337177 48 80 U801 P5 gwa-t10 C1 C1 C2
1337177 44 80 U801 P5 gwa-t10 C1 C1 C2
1337177 59 80 U801 P5 gwa-t10 C1 C1 C2
1337177 17 80 U801 P5 gwa-t10 C1 C1 C2
1337654 387 81 U801 P5 gwa-t10 C1 C1 C2
1337654 77 81 U801 P5 gwa-t10 C1 C1 C2
1337654 80 81 U801 P5 gwa-t10 C1 C1 C2
1337654 95 81 U801 P5 gwa-t10 C1 C1 C2
1337654 16 81 U801 P5 gwa-t10 C1 C1 C2
1337654 8 81 U801 P5 gwa-t10 C1 C1 C2
1337654 137 81 U801 P5 gwa-t10 C1 C1 C2
1337654 14 81 U801 P5 gwa-t10 C1 C1 C2
1337654 33 81 U801 P5 gwa-t10 C1 C1 C2
1337654 5 81 U801 P5 gwa-t10 C1 C1 C2
1337654 59 81 U801 P5 gwa-t10 C1 C1 C2
1337654 15 81 U801 P5 gwa-t10 C1 C1 C2
1338120 44 82 U801 P5 gwa-t10 C1 C1 C2
1338120 6 82 U801 P5 gwa-t10 C1 C1 C2
1338120 254 82 U801 P5 gwa-t10 C1 C1 C2
1341329 13 83 U801 P5 gwa-t10 C1 C1 C2
1341329 9 83 U801 P5 gwa-t10 C1 C1 C2
1341329 25 83 U801 P5 gwa-t10 C1 C1 C2
1341329 34 83 U801 P5 gwa-t10 C1 C1 C2
1342383 108 84 U801 P5 gwa-t10 C1 C1 C2
1342383 7 84 U801 P5 gwa-t10 C1 C1 C2
1342383 8 84 U801 P5 gwa-t10 C1 C1 C2
1342383 61 84 U801 P5 gwa-t10 C1 C1 C2
1344443 9 85 U801 P5 gwa-t10 C1 C1 C2
1344443 10 85 U801 P5 gwa-t10 C1 C1 C2
1344443 8 85 U801 P5 gwa-t10 C1 C1 C2
1344443 1071 85 U801 P5 gwa-t10 C1 C1 C2
1417743 68 86 U801 P5 gwa-t10 C1 C1 C2
1417743 10 86 U801 P5 gwa-t10 C1 C1 C2
1417743 10 86 U801 P5 gwa-t10 C1 C1 C2
1417743 19 86 U801 P5 gwa-t10 C1 C1 C2
1417743 296 86 U801 P5 gwa-t10 C1 C1 C2
1418984 14 87 U801 P5 gwa-t10 C1 C1 C2
1418984 455 87 U801 P5 gwa-t10 C1 C1 C2
1418984 2713 87 U801 P5 gwa-t10 C1 C1 C2
1419646 94 88 U801 P5 gwa-t10 C1 C1 C2
1419646 85 88 U801 P5 gwa-t10 C1 C1 C2
1420720 15 89 U801 P5 gwa-t10 C1 C1 C2
1420720 5 89 U801 P5 gwa-t10 C1 C1 C2
1421497 43 90 U801 P5 gwa-t10 C1 C1 C2
1421497 112 90 U801 P5 gwa-t10 C1 C1 C2
1421497 11 90 U801 P5 gwa-t10 C1 C1 C2
1421497 2863 90 U801 P5 gwa-t10 C1 C1 C2
1507234 168 91 U801 P5 gwa-t10 C1 C1 C2
1507234 7 91 U801 P5 gwa-t10 C1 C1 C2
1507234 11 91 U801 P5 gwa-t10 C1 C1 C2
1508134 186 92 U801 P5 gwa-t10 C1 C1 C2
1508134 233 92 U801 P5 gwa-t10 C1 C1 C2
1508134 338 92 U801 P5 gwa-t10 C1 C1 C2
1508246 7391 93 U801 P5 gwa-t10 C1 C1 C2
1509014 20 94 U801 P5 gwa-t10 C1 C1 C2
