SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
689195 8 17 U802 P5 gwa-t10 C3 C2 C2
689195 17 17 U802 P5 gwa-t10 C3 C2 C2
689195 13 17 U802 P5 gwa-t10 C3 C2 C2
1016805 36 18 U802 P5 gwa-t10 C3 C2 C2
1111038 39 19 U802 P5 gwa-t10 C3 C2 C2
1119574 31 20 U802 P5 gwa-t10 C3 C2 C2
1119574 4 20 U802 P5 gwa-t10 C3 C2 C2
1120265 4 21 U802 P5 gwa-t10 C3 C2 C2
1120265 20 21 U802 P5 gwa-t10 C3 C2 C2
1120265 159 21 U802 P5 gwa-t10 C3 C2 C2
1120265 14 21 U802 P5 gwa-t10 C3 C2 C2
1120265 51 21 U802 P5 gwa-t10 C3 C2 C2
1120265 119 21 U802 P5 gwa-t10 C3 C2 C2
1120265 13 21 U802 P5 gwa-t10 C3 C2 C2
1125432 10 22 U802 P5 gwa-t10 C3 C2 C2
1125432 39 22 U802 P5 gwa-t10 C3 C2 C2
1713389 79 23 U802 P5 gwa-t10 C3 C2 C2
1713389 65 23 U802 P5 gwa-t10 C3 C2 C2
1722094 15 24 U802 P5 gwa-t10 C3 C2 C2
1722094 21 24 U802 P5 gwa-t10 C3 C2 C2
1722094 207 24 U802 P5 gwa-t10 C3 C2 C2
1722094 28 24 U802 P5 gwa-t10 C3 C2 C2
1939683 27 25 U802 P5 gwa-t10 C3 C2 C2
1939683 55 25 U802 P5 gwa-t10 C3 C2 C2
2006318 46 26 U802 P5 gwa-t10 C3 C2 C2
2007146 21 27 U802 P5 gwa-t10 C3 C2 C2
2007146 10 27 U802 P5 gwa-t10 C3 C2 C2
2007146 8 27 U802 P5 gwa-t10 C3 C2 C2
2007146 2 27 U802 P5 gwa-t10 C3 C2 C2
2022505 14 28 U802 P5 gwa-t10 C3 C2 C2
2022505 85 28 U802 P5 gwa-t10 C3 C2 C2
2022505 188 28 U802 P5 gwa-t10 C3 C2 C2
2022505 1389 28 U802 P5 gwa-t10 C3 C2 C2
2022505 763 28 U802 P5 gwa-t10 C3 C2 C2
2022505 23 28 U802 P5 gwa-t10 C3 C2 C2
2022505 734 28 U802 P5 gwa-t10 C3 C2 C2
2038487 19 29 U802 P5 gwa-t10 C3 C2 C2
2064874 36 30 U802 P5 gwa-t10 C3 C2 C2
2064874 36 30 U802 P5 gwa-t10 C3 C2 C2
2064874 23 30 U802 P5 gwa-t10 C3 C2 C2
2064874 165 30 U802 P5 gwa-t10 C3 C2 C2
2066504 22 31 U802 P5 gwa-t10 C3 C2 C2
2544647 29 32 U802 P5 gwa-t10 C3 C2 C2
2544647 12 32 U802 P5 gwa-t10 C3 C2 C2
2544647 7 32 U802 P5 gwa-t10 C3 C2 C2
2544647 65 32 U802 P5 gwa-t10 C3 C2 C2
2544647 6 32 U802 P5 gwa-t10 C3 C2 C2
2544647 328 32 U802 P5 gwa-t10 C3 C2 C2
2544647 47 32 U802 P5 gwa-t10 C3 C2 C2
2544647 16 32 U802 P5 gwa-t10 C3 C2 C2
2544647 388 32 U802 P5 gwa-t10 C3 C2 C2
1010 422 1 U803 P5 gwa-t10 C1 C1 C5
2388 70 2 U803 P5 gwa-t10 C1 C1 C5
183316 635 3 U803 P5 gwa-t10 C1 C1 C5
183703 1395 4 U803 P5 gwa-t10 C1 C1 C5
184441 39 5 U803 P5 gwa-t10 C1 C1 C5
185090 332 6 U803 P5 gwa-t10 C1 C1 C5
190680 25 7 U803 P5 gwa-t10 C1 C1 C5
192770 1014 8 U803 P5 gwa-t10 C1 C1 C5
193390 345 9 U803 P5 gwa-t10 C1 C1 C5
197644 19 10 U803 P5 gwa-t10 C1 C1 C5
202893 653 11 U803 P5 gwa-t10 C1 C1 C5
202893 3299 11 U803 P5 gwa-t10 C1 C1 C5
205221 393 12 U803 P5 gwa-t10 C1 C1 C5
214858 390 13 U803 P5 gwa-t10 C1 C1 C5
247479 48 14 U803 P5 gwa-t10 C1 C1 C5
247479 1408 14 U803 P5 gwa-t10 C1 C1 C5
288490 12 15 U803 P5 gwa-t10 C1 C1 C5
289499 1905 16 U803 P5 gwa-t10 C1 C1 C5
289684 23 17 U803 P5 gwa-t10 C1 C1 C5
297440 575 18 U803 P5 gwa-t10 C1 C1 C5
299164 6524 19 U803 P5 gwa-t10 C1 C1 C5
299242 836 20 U803 P5 gwa-t10 C1 C1 C5
299242 2087 20 U803 P5 gwa-t10 C1 C1 C5
300760 17 21 U803 P5 gwa-t10 C1 C1 C5
300760 29 21 U803 P5 gwa-t10 C1 C1 C5
308046 86 22 U803 P5 gwa-t10 C1 C1 C5
308301 12 23 U803 P5 gwa-t10 C1 C1 C5
308301 344 23 U803 P5 gwa-t10 C1 C1 C5
320893 6245 24 U803 P5 gwa-t10 C1 C1 C5
321811 5728 25 U803 P5 gwa-t10 C1 C1 C5
332410 82 26 U803 P5 gwa-t10 C1 C1 C5
333013 68 27 U803 P5 gwa-t10 C1 C1 C5
333391 63 28 U803 P5 gwa-t10 C1 C1 C5
334619 8538 29 U803 P5 gwa-t10 C1 C1 C5
336358 88 30 U803 P5 gwa-t10 C1 C1 C5
336358 24 30 U803 P5 gwa-t10 C1 C1 C5
336870 132 31 U803 P5 gwa-t10 C1 C1 C5
340631 87 32 U803 P5 gwa-t10 C1 C1 C5
340806 52 33 U803 P5 gwa-t10 C1 C1 C5
346949 500 34 U803 P5 gwa-t10 C1 C1 C5
346949 1594 34 U803 P5 gwa-t10 C1 C1 C5
346949 279 34 U803 P5 gwa-t10 C1 C1 C5
346949 3163 34 U803 P5 gwa-t10 C1 C1 C5
350465 1286 35 U803 P5 gwa-t10 C1 C1 C5
351638 92 36 U803 P5 gwa-t10 C1 C1 C5
352757 1310 37 U803 P5 gwa-t10 C1 C1 C5
355612 268 38 U803 P5 gwa-t10 C1 C1 C5
356553 229 39 U803 P5 gwa-t10 C1 C1 C5
361733 302 40 U803 P5 gwa-t10 C1 C1 C5
374778 31 41 U803 P5 gwa-t10 C1 C1 C5
387245 28 42 U803 P5 gwa-t10 C1 C1 C5
388033 98 43 U803 P5 gwa-t10 C1 C1 C5
388033 207 43 U803 P5 gwa-t10 C1 C1 C5
429099 792 44 U803 P5 gwa-t10 C1 C1 C5
429099 4538 44 U803 P5 gwa-t10 C1 C1 C5
444565 402 45 U803 P5 gwa-t10 C1 C1 C5
444689 45 46 U803 P5 gwa-t10 C1 C1 C5
501744 9 47 U803 P5 gwa-t10 C1 C1 C5
524388 185 48 U803 P5 gwa-t10 C1 C1 C5
524388 114 48 U803 P5 gwa-t10 C1 C1 C5
526191 816 49 U803 P5 gwa-t10 C1 C1 C5
531314 32 50 U803 P5 gwa-t10 C1 C1 C5
542927 3937 51 U803 P5 gwa-t10 C1 C1 C5
544682 352 52 U803 P5 gwa-t10 C1 C1 C5
546353 4174 53 U803 P5 gwa-t10 C1 C1 C5
546353 835 53 U803 P5 gwa-t10 C1 C1 C5
546508 237 54 U803 P5 gwa-t10 C1 C1 C5
546806 1953 55 U803 P5 gwa-t10 C1 C1 C5
548037 194 56 U803 P5 gwa-t10 C1 C1 C5
551782 172 57 U803 P5 gwa-t10 C1 C1 C5
551782 4967 57 U803 P5 gwa-t10 C1 C1 C5
554374 6052 58 U803 P5 gwa-t10 C1 C1 C5
554374 399 58 U803 P5 gwa-t10 C1 C1 C5
560616 4222 59 U803 P5 gwa-t10 C1 C1 C5
560898 152 60 U803 P5 gwa-t10 C1 C1 C5
562333 381 61 U803 P5 gwa-t10 C1 C1 C5
562333 4770 61 U803 P5 gwa-t10 C1 C1 C5
566034 31 62 U803 P5 gwa-t10 C1 C1 C5
566576 332 63 U803 P5 gwa-t10 C1 C1 C5
566840 135 64 U803 P5 gwa-t10 C1 C1 C5
608085 41 65 U803 P5 gwa-t10 C1 C1 C5
608913 409 66 U803 P5 gwa-t10 C1 C1 C5
608913 257 66 U803 P5 gwa-t10 C1 C1 C5
623974 64 67 U803 P5 gwa-t10 C1 C1 C5
625282 313 68 U803 P5 gwa-t10 C1 C1 C5
655537 21 69 U803 P5 gwa-t10 C1 C1 C5
57933 233 1 U804 P5 gwa-t10 C1 C4 C5
57933 412 1 U804 P5 gwa-t10 C1 C4 C5
57933 4099 1 U804 P5 gwa-t10 C1 C4 C5
58293 1630 2 U804 P5 gwa-t10 C1 C4 C5
68753 218 3 U804 P5 gwa-t10 C1 C4 C5
71117 1622 4 U804 P5 gwa-t10 C1 C4 C5
71480 421 5 U804 P5 gwa-t10 C1 C4 C5
71635 334 6 U804 P5 gwa-t10 C1 C4 C5
72025 115 7 U804 P5 gwa-t10 C1 C4 C5
101584 4273 8 U804 P5 gwa-t10 C1 C4 C5
109098 1873 9 U804 P5 gwa-t10 C1 C4 C5
109412 1180 10 U804 P5 gwa-t10 C1 C4 C5
109412 65 10 U804 P5 gwa-t10 C1 C4 C5
255199 590 11 U804 P5 gwa-t10 C1 C4 C5
255199 5505 11 U804 P5 gwa-t10 C1 C4 C5
314050 441 12 U804 P5 gwa-t10 C1 C4 C5
317953 412 13 U804 P5 gwa-t10 C1 C4 C5
358273 5598 14 U804 P5 gwa-t10 C1 C4 C5
358904 273 15 U804 P5 gwa-t10 C1 C4 C5
360143 8 16 U804 P5 gwa-t10 C1 C4 C5
360856 1519 17 U804 P5 gwa-t10 C1 C4 C5
360856 1349 17 U804 P5 gwa-t10 C1 C4 C5
363106 1584 18 U804 P5 gwa-t10 C1 C4 C5
363296 288 19 U804 P5 gwa-t10 C1 C4 C5
603025 3370 20 U804 P5 gwa-t10 C1 C4 C5
609072 1286 21 U804 P5 gwa-t10 C1 C4 C5
609129 1681 22 U804 P5 gwa-t10 C1 C4 C5
609129 2488 22 U804 P5 gwa-t10 C1 C4 C5
639582 103 23 U804 P5 gwa-t10 C1 C4 C5
639885 2926 24 U804 P5 gwa-t10 C1 C4 C5
808813 556 25 U804 P5 gwa-t10 C1 C4 C5
809310 986 26 U804 P5 gwa-t10 C1 C4 C5
817644 505 27 U804 P5 gwa-t10 C1 C4 C5
828744 203 28 U804 P5 gwa-t10 C1 C4 C5
830259 26 29 U804 P5 gwa-t10 C1 C4 C5
830661 547 30 U804 P5 gwa-t10 C1 C4 C5
864207 87 31 U804 P5 gwa-t10 C1 C4 C5
864207 4176 31 U804 P5 gwa-t10 C1 C4 C5
864735 361 32 U804 P5 gwa-t10 C1 C4 C5
865869 1037 33 U804 P5 gwa-t10 C1 C4 C5
866256 291 34 U804 P5 gwa-t10 C1 C4 C5
868157 758 35 U804 P5 gwa-t10 C1 C4 C5
868321 930 36 U804 P5 gwa-t10 C1 C4 C5
868321 704 36 U804 P5 gwa-t10 C1 C4 C5
868635 2016 37 U804 P5 gwa-t10 C1 C4 C5
871905 9 38 U804 P5 gwa-t10 C1 C4 C5
872201 582 39 U804 P5 gwa-t10 C1 C4 C5
877015 1051 40 U804 P5 gwa-t10 C1 C4 C5
877015 3513 40 U804 P5 gwa-t10 C1 C4 C5
878684 319 41 U804 P5 gwa-t10 C1 C4 C5
878936 4 42 U804 P5 gwa-t10 C1 C4 C5
878936 1117 42 U804 P5 gwa-t10 C1 C4 C5
883182 4661 43 U804 P5 gwa-t10 C1 C4 C5
889196 120 44 U804 P5 gwa-t10 C1 C4 C5
900047 1308 45 U804 P5 gwa-t10 C1 C4 C5
1029352 3632 46 U804 P5 gwa-t10 C1 C4 C5
1029875 64 47 U804 P5 gwa-t10 C1 C4 C5
1034740 2768 48 U804 P5 gwa-t10 C1 C4 C5
1035655 3020 49 U804 P5 gwa-t10 C1 C4 C5
1035655 3735 49 U804 P5 gwa-t10 C1 C4 C5
1052744 473 50 U804 P5 gwa-t10 C1 C4 C5
1083681 2916 51 U804 P5 gwa-t10 C1 C4 C5
1113004 8497 52 U804 P5 gwa-t10 C1 C4 C5
1113480 245 53 U804 P5 gwa-t10 C1 C4 C5
1120922 1244 54 U804 P5 gwa-t10 C1 C4 C5
1124577 169 55 U804 P5 gwa-t10 C1 C4 C5
1124577 27 55 U804 P5 gwa-t10 C1 C4 C5
1124693 5 56 U804 P5 gwa-t10 C1 C4 C5
1124693 4256 56 U804 P5 gwa-t10 C1 C4 C5
1124906 1461 57 U804 P5 gwa-t10 C1 C4 C5
1127276 42 58 U804 P5 gwa-t10 C1 C4 C5
1128753 557 59 U804 P5 gwa-t10 C1 C4 C5
1129188 1851 60 U804 P5 gwa-t10 C1 C4 C5
1131434 1324 61 U804 P5 gwa-t10 C1 C4 C5
1131564 22 62 U804 P5 gwa-t10 C1 C4 C5
1131564 522 62 U804 P5 gwa-t10 C1 C4 C5
1131564 4039 62 U804 P5 gwa-t10 C1 C4 C5
1157489 2289 63 U804 P5 gwa-t10 C1 C4 C5
1158116 4699 64 U804 P5 gwa-t10 C1 C4 C5
1158352 94 65 U804 P5 gwa-t10 C1 C4 C5
1158352 1052 65 U804 P5 gwa-t10 C1 C4 C5
1158352 2512 65 U804 P5 gwa-t10 C1 C4 C5
1274753 14 66 U804 P5 gwa-t10 C1 C4 C5
1274753 1128 66 U804 P5 gwa-t10 C1 C4 C5
1274753 3714 66 U804 P5 gwa-t10 C1 C4 C5
1274821 87 67 U804 P5 gwa-t10 C1 C4 C5
1275023 780 68 U804 P5 gwa-t10 C1 C4 C5
1276698 5264 69 U804 P5 gwa-t10 C1 C4 C5
1277058 296 70 U804 P5 gwa-t10 C1 C4 C5
1289010 200 71 U804 P5 gwa-t10 C1 C4 C5
1292425 128 72 U804 P5 gwa-t10 C1 C4 C5
1292425 3471 72 U804 P5 gwa-t10 C1 C4 C5
1292686 26 73 U804 P5 gwa-t10 C1 C4 C5
1294079 245 74 U804 P5 gwa-t10 C1 C4 C5
1295740 470 75 U804 P5 gwa-t10 C1 C4 C5
1358550 406 76 U804 P5 gwa-t10 C1 C4 C5
1360143 55 77 U804 P5 gwa-t10 C1 C4 C5
1361964 1416 78 U804 P5 gwa-t10 C1 C4 C5
1361964 1923 78 U804 P5 gwa-t10 C1 C4 C5
1362159 1404 79 U804 P5 gwa-t10 C1 C4 C5
1367854 77 80 U804 P5 gwa-t10 C1 C4 C5
1368183 47 81 U804 P5 gwa-t10 C1 C4 C5
1369347 135 82 U804 P5 gwa-t10 C1 C4 C5
1369347 1470 82 U804 P5 gwa-t10 C1 C4 C5
1373094 1235 83 U804 P5 gwa-t10 C1 C4 C5
1374499 2051 84 U804 P5 gwa-t10 C1 C4 C5
1374671 789 85 U804 P5 gwa-t10 C1 C4 C5
1374671 2917 85 U804 P5 gwa-t10 C1 C4 C5
1376587 481 86 U804 P5 gwa-t10 C1 C4 C5
1376587 299 86 U804 P5 gwa-t10 C1 C4 C5
1381282 2916 87 U804 P5 gwa-t10 C1 C4 C5
1381542 3908 88 U804 P5 gwa-t10 C1 C4 C5
1384225 6318 89 U804 P5 gwa-t10 C1 C4 C5
1417298 71 90 U804 P5 gwa-t10 C1 C4 C5
1417631 35 91 U804 P5 gwa-t10 C1 C4 C5
1453605 2602 92 U804 P5 gwa-t10 C1 C4 C5
1453605 153 92 U804 P5 gwa-t10 C1 C4 C5
1485567 393 93 U804 P5 gwa-t10 C1 C4 C5
1501090 7625 94 U804 P5 gwa-t10 C1 C4 C5
1903805 843 95 U804 P5 gwa-t10 C1 C4 C5
1904833 653 96 U804 P5 gwa-t10 C1 C4 C5
1904833 2573 96 U804 P5 gwa-t10 C1 C4 C5
1904833 5232 96 U804 P5 gwa-t10 C1 C4 C5
1908507 174 97 U804 P5 gwa-t10 C1 C4 C5
1908507 43 97 U804 P5 gwa-t10 C1 C4 C5
1908768 663 98 U804 P5 gwa-t10 C1 C4 C5
1908768 1883 98 U804 P5 gwa-t10 C1 C4 C5
1908768 2106 98 U804 P5 gwa-t10 C1 C4 C5
1940521 197 99 U804 P5 gwa-t10 C1 C4 C5
1940521 970 99 U804 P5 gwa-t10 C1 C4 C5
1942944 6309 100 U804 P5 gwa-t10 C1 C4 C5
1963464 102 101 U804 P5 gwa-t10 C1 C4 C5
1964632 6039 102 U804 P5 gwa-t10 C1 C4 C5
2049026 24 103 U804 P5 gwa-t10 C1 C4 C5
2063204 123 104 U804 P5 gwa-t10 C1 C4 C5
2065969 123 105 U804 P5 gwa-t10 C1 C4 C5
2065969 2842 105 U804 P5 gwa-t10 C1 C4 C5
2066769 6088 106 U804 P5 gwa-t10 C1 C4 C5
2083762 194 107 U804 P5 gwa-t10 C1 C4 C5
2088209 973 108 U804 P5 gwa-t10 C1 C4 C5
2088209 3163 108 U804 P5 gwa-t10 C1 C4 C5
2088209 151 108 U804 P5 gwa-t10 C1 C4 C5
2090737 1395 109 U804 P5 gwa-t10 C1 C4 C5
2091281 593 110 U804 P5 gwa-t10 C1 C4 C5
2091857 328 111 U804 P5 gwa-t10 C1 C4 C5
2091915 491 112 U804 P5 gwa-t10 C1 C4 C5
2092288 1142 113 U804 P5 gwa-t10 C1 C4 C5
2092288 562 113 U804 P5 gwa-t10 C1 C4 C5
2128128 1952 114 U804 P5 gwa-t10 C1 C4 C5
2128128 1600 114 U804 P5 gwa-t10 C1 C4 C5
2128128 1329 114 U804 P5 gwa-t10 C1 C4 C5
2129572 2376 115 U804 P5 gwa-t10 C1 C4 C5
2325559 5834 116 U804 P5 gwa-t10 C1 C4 C5
2325678 13 117 U804 P5 gwa-t10 C1 C4 C5
2325678 4067 117 U804 P5 gwa-t10 C1 C4 C5
2326506 696 118 U804 P5 gwa-t10 C1 C4 C5
2327171 3630 119 U804 P5 gwa-t10 C1 C4 C5
2327171 2901 119 U804 P5 gwa-t10 C1 C4 C5
2329259 301 120 U804 P5 gwa-t10 C1 C4 C5
2329380 95 121 U804 P5 gwa-t10 C1 C4 C5
2330251 891 122 U804 P5 gwa-t10 C1 C4 C5
2331500 1581 123 U804 P5 gwa-t10 C1 C4 C5
2331567 5779 124 U804 P5 gwa-t10 C1 C4 C5
2331661 1153 125 U804 P5 gwa-t10 C1 C4 C5
2332056 6143 126 U804 P5 gwa-t10 C1 C4 C5
2332283 2882 127 U804 P5 gwa-t10 C1 C4 C5
2333328 1884 128 U804 P5 gwa-t10 C1 C4 C5
2334465 4493 129 U804 P5 gwa-t10 C1 C4 C5
2335246 156 130 U804 P5 gwa-t10 C1 C4 C5
2335604 769 131 U804 P5 gwa-t10 C1 C4 C5
2335604 25 131 U804 P5 gwa-t10 C1 C4 C5
2335604 987 131 U804 P5 gwa-t10 C1 C4 C5
2335604 1018 131 U804 P5 gwa-t10 C1 C4 C5
2337534 3414 132 U804 P5 gwa-t10 C1 C4 C5
2338823 5868 133 U804 P5 gwa-t10 C1 C4 C5
2348772 1123 134 U804 P5 gwa-t10 C1 C4 C5
2348772 2679 134 U804 P5 gwa-t10 C1 C4 C5
2348772 1176 134 U804 P5 gwa-t10 C1 C4 C5
2563313 1649 135 U804 P5 gwa-t10 C1 C4 C5
2564016 1848 136 U804 P5 gwa-t10 C1 C4 C5
3071 2417 1 U805 P5 gwa-t10 C1 C1 C5
910 16 1 U806 P5 gwa-t10 C1 C1 C1
1050 38 2 U806 P5 gwa-t10 C1 C1 C1
1232 108 3 U806 P5 gwa-t10 C1 C1 C1
1331 154 4 U806 P5 gwa-t10 C1 C1 C1
354841 85 5 U806 P5 gwa-t10 C1 C1 C1
355917 106 6 U806 P5 gwa-t10 C1 C1 C1
357721 9 7 U806 P5 gwa-t10 C1 C1 C1
357721 228 7 U806 P5 gwa-t10 C1 C1 C1
358724 35 8 U806 P5 gwa-t10 C1 C1 C1
358724 15 8 U806 P5 gwa-t10 C1 C1 C1
358724 59 8 U806 P5 gwa-t10 C1 C1 C1
358724 986 8 U806 P5 gwa-t10 C1 C1 C1
358987 294 9 U806 P5 gwa-t10 C1 C1 C1
358987 181 9 U806 P5 gwa-t10 C1 C1 C1
358987 358 9 U806 P5 gwa-t10 C1 C1 C1
358987 385 9 U806 P5 gwa-t10 C1 C1 C1
358987 864 9 U806 P5 gwa-t10 C1 C1 C1
358987 1222 9 U806 P5 gwa-t10 C1 C1 C1
358987 163 9 U806 P5 gwa-t10 C1 C1 C1
358987 133 9 U806 P5 gwa-t10 C1 C1 C1
358987 20 9 U806 P5 gwa-t10 C1 C1 C1
358987 1885 9 U806 P5 gwa-t10 C1 C1 C1
359383 123 10 U806 P5 gwa-t10 C1 C1 C1
359383 25 10 U806 P5 gwa-t10 C1 C1 C1
359719 35 11 U806 P5 gwa-t10 C1 C1 C1
359719 146 11 U806 P5 gwa-t10 C1 C1 C1
390362 1040 12 U806 P5 gwa-t10 C1 C1 C1
390460 25 13 U806 P5 gwa-t10 C1 C1 C1
390460 7 13 U806 P5 gwa-t10 C1 C1 C1
390460 219 13 U806 P5 gwa-t10 C1 C1 C1
393063 48 14 U806 P5 gwa-t10 C1 C1 C1
396796 473 15 U806 P5 gwa-t10 C1 C1 C1
401853 1498 16 U806 P5 gwa-t10 C1 C1 C1
401853 707 16 U806 P5 gwa-t10 C1 C1 C1
402998 179 17 U806 P5 gwa-t10 C1 C1 C1
403655 3672 18 U806 P5 gwa-t10 C1 C1 C1
406821 12 19 U806 P5 gwa-t10 C1 C1 C1
406821 38 19 U806 P5 gwa-t10 C1 C1 C1
406821 116 19 U806 P5 gwa-t10 C1 C1 C1
440496 42 20 U806 P5 gwa-t10 C1 C1 C1
441948 1635 21 U806 P5 gwa-t10 C1 C1 C1
444184 43 22 U806 P5 gwa-t10 C1 C1 C1
444184 117 22 U806 P5 gwa-t10 C1 C1 C1
444184 70 22 U806 P5 gwa-t10 C1 C1 C1
444704 49 23 U806 P5 gwa-t10 C1 C1 C1
444704 29 23 U806 P5 gwa-t10 C1 C1 C1
444704 102 23 U806 P5 gwa-t10 C1 C1 C1
444844 24 24 U806 P5 gwa-t10 C1 C1 C1
444844 20 24 U806 P5 gwa-t10 C1 C1 C1
485975 1694 25 U806 P5 gwa-t10 C1 C1 C1
485975 35 25 U806 P5 gwa-t10 C1 C1 C1
488259 12 26 U806 P5 gwa-t10 C1 C1 C1
488259 76 26 U806 P5 gwa-t10 C1 C1 C1
